,user_id,date,Running,Stationary,Unknown,Walking,dist_total_km,dist_mean_km,dist_std_km,lat_std,lon_std,home_points,conversation_count,total_conversation_minutes,avg_conversation_minutes,avg_bt_level,num_bt_devices,sleep_duration,sleep_quality,sleep_duration_mean,sleep_duration_std,dist_total_km_mean,dist_total_km_std,conversation_count_mean,conversation_count_std,total_conversation_minutes_mean,total_conversation_minutes_std,num_bt_devices_mean,num_bt_devices_std,Stationary_mean,Stationary_std,Walking_mean,Walking_std,Running_mean,Running_std,sleep_duration_z,dist_total_km_z,conversation_count_z,total_conversation_minutes_z,num_bt_devices_z,Stationary_z,Walking_z,Running_z
0,u00,2013-03-27,0.04653614457831325,0.8129518072289157,0.03042168674698795,0.11009036144578313,65.39591406136444,1.127515759678697,3.644553753627665,0.030746320822270818,0.029573890632772437,9.0,21.0,382.85,18.23095238095238,-84.81065088757397,39.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1,u00,2013-03-28,0.02266177626408174,0.9102698454283469,0.017029080429656798,0.05003929787791459,167.40079175711804,2.461776349369383,5.293769433328322,0.043452979194686644,0.052639081927294114,5.0,21.0,348.3666666666667,16.58888888888889,-85.34,37.0,6.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2,u00,2013-03-29,0.013045659809332665,0.8381836427496236,0.034370296036126444,0.11440040140491721,110.81222831015836,1.7048035124639749,4.238148251978586,0.029443277714053546,0.031414513965668654,9.0,32.0,479.1166666666667,14.972395833333334,-85.98979591836735,56.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
3,u00,2013-03-30,0.006839068176960889,0.8856593289164352,0.03184441119897414,0.07565719170762984,20.411229430617166,0.4978348641613943,1.7478626194966673,0.027030422611128587,0.00995219685668005,27.0,31.0,431.3666666666667,13.915053763440861,-80.91666666666667,6.0,7.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4,u00,2013-03-31,0.07646176911544228,0.8083458270864567,0.024612693653173413,0.09057971014492754,83.0169348855683,1.153012984521782,3.6842538479559597,0.02222625962272144,0.021175101984455456,65.0,23.0,694.35,30.18913043478261,-82.48527944111777,27.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
5,u00,2013-04-01,0.014351678522401098,0.9070260826157495,0.01497566454511419,0.0636465743167353,10.729612843177508,0.1490224005996876,0.6771809064607565,0.026397355886142417,0.021230999911434636,35.0,27.0,491.5,18.203703703703702,-84.05389221556887,48.0,3.0,4.0,7.4,1.1937336386313322,89.40741968896526,54.58707925728427,25.6,5.458937625582472,467.21000000000004,136.25292687987783,33.0,18.34393632784414,0.8510820902819557,0.045126080090173826,0.08815339251623447,0.02638589748048025,0.03310888358882617,0.02855495676243408,-3.6859113052502095,-1.4413265277233571,0.2564601099267017,0.17827139847896928,0.8177088556245555,1.239698917412901,-0.9287495135655157,-0.6568578746099146
6,u00,2013-04-02,0.03222595495831778,0.8967276346895607,0.04056239890506408,0.030484011447057358,79.43215786665421,1.1187627868542847,3.465932932828687,0.04318385240896603,0.02349856877535016,30.0,39.0,458.9,11.766666666666666,-91.2,12.0,4.0,3.5,6.666666666666667,2.0896570691543306,76.29445188133397,58.44227002621198,25.833333333333332,4.915960401250875,471.2583333333334,122.2711007692878,35.5,17.51285242329187,0.8604060890042545,0.04637577165378946,0.08406892281631793,0.025633373267237934,0.02998268274442199,0.026663593810304424,-1.276125843758662,0.053688981112882214,2.678350294474726,-0.10107321480305485,-1.3418715632453875,0.7831840033293556,-2.0903538701975948,0.08412924756531966
7,u00,2013-04-03,0.026512322628827484,0.8706746328105551,0.027757032611401545,0.07505601194921584,50.012179324737346,0.7043968918977092,2.1479375435670796,0.02601594458428588,0.01966060051721037,21.0,32.0,520.3666666666667,16.261458333333334,-85.47222222222223,47.0,5.0,3.0,6.285714285714286,2.157489722979441,76.74269559352258,53.36342906734767,27.714285714285715,6.701101544131523,469.49285714285713,111.71542752024783,32.142857142857146,18.288690234026888,0.8655948812450126,0.04450533808613606,0.07641393547785214,0.030947536341564552,0.030303150203549956,0.02435518270951667,-0.595930388956086,-0.5009145070894021,0.6395536044240198,0.4553874983757408,0.8123677450194199,0.11413546438512517,-0.04387682550313624,-0.1556412850048659
8,u00,2013-04-04,0.02593010146561443,0.8932732055618189,0.023800576224477014,0.056996116748089694,41.99303741414333,0.5832366307519907,1.9723961020344156,0.028432450727904048,0.02083837659866464,35.0,25.0,229.16666666666666,9.166666666666666,-85.28571428571429,35.0,10.0,2.0,6.125,2.0485186285285693,73.40138105992442,50.30072252882286,28.25,6.386369413502031,475.8520833333333,104.98071041163584,34.0,17.728105208558365,0.8662298501907054,0.04124305846432016,0.0762441950367726,0.02865587323356162,0.029829296756709648,0.022588314380519395,1.8916098952800235,-0.6244113691085132,-0.5088962571179503,-2.3498165839189062,0.05640760429995862,0.6556909377506681,-0.6716740564054433,-0.17261237881827046
9,u00,2013-04-05,0.019041614123581338,0.8718789407313997,0.03530895334174023,0.07377049180327869,34.58209406999068,0.4870717474646575,1.651607332858788,0.027157558131195112,0.021161507093721665,35.0,27.0,489.8833333333333,18.143827160493828,-85.26394324853229,39.25,4.0,1.0,6.555555555555555,2.3109041039770077,69.91156509928209,48.20271455020775,27.88888888888889,6.071335200028994,448.44259259259263,128.0814292070324,34.111111111111114,16.586473739499638,0.8692346674541624,0.039618511817530955,0.07410551967136339,0.027562285424075107,0.029396052835476846,0.021169370701359984,-1.1058678052843929,-0.7329352843719432,-0.14640745621773413,0.32354995313337287,0.3098240566243379,0.0667416925633904,-0.012154859732072193,-0.4891004913404912
10,u00,2013-04-06,0.028449144008056395,0.8616565961732124,0.06168177240684793,0.048212487411883186,359.6022127275638,5.064819897571321,6.580211125677072,0.07036589431078591,0.05861447584305258,16.0,36.0,469.7,13.047222222222222,-85.2421722113503,43.5,9.0,2.0,6.3,2.32379000772445,66.37861799635294,46.79905969017263,27.8,5.731007280089988,452.5866666666667,121.46532269452031,34.625,15.722087258941727,0.8694990947818863,0.037362049658465776,0.07407201688455492,0.025986187873326988,0.02836060896428729,0.020225481749700874,1.1618945038624402,6.265587180744102,1.430812799291793,0.14089069055109532,0.5644924423415867,-0.2098998524039604,-0.9950876408298767,0.004377184567474912
